class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfmb-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfmb-{id_shoulder}-{id_blade}{id_version}$		
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	metabolomics_analysis_category																	The category of metabolomics analysis being performed.																	MetabolomicsAnalysisCategoryEnum			True				JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	name																	A human readable label for an entity																	string							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	protocol_link																																		Protocol							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	uses_calibration															Retenion index calibration data generated by a gas chromatography mass spectromery run is used when analyzing metabolomics data		calibration information is used by a process																^(nmdc):calib-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	CalibrationInformation							JsonObj()	{id_nmdc_prefix}:calib-{id_shoulder}-{id_blade}$		
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	version																																		string							JsonObj()			
MetabolomicsAnalysis	nmdc:MetabolomicsAnalysis	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgms)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgms)-{id_shoulder}-{id_blade}$		
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	gold_analysis_project_identifiers																	identifiers for corresponding analysis projects in GOLD		https://bioregistry.io/gold:Ga0526289					analysis_identifiers						gold_identifiers	True		^gold:Ga[0-9]+$	external_identifier							JsonObj()	^gold:Ga[0-9]+$		
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfmgan-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfmgan-{id_shoulder}-{id_blade}{id_version}$		
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	img_identifiers																	A list of identifiers that relate the biosample to records in the IMG database.							external_database_identifiers		1.0					True		^img\.taxon:[a-zA-Z0-9_][a-zA-Z0-9_\/\.]*$	external_identifier							JsonObj()		IMG Identifiers	add is_a or mixin modeling, like other external_database_identifiers|what class would IMG records belong to?! Are they Studies, Biosamples, or something else?
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	name																	A human readable label for an entity																	string							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	protocol_link																																		Protocol							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	version																																		string							JsonObj()			
MetagenomeAnnotation	nmdc:MetagenomeAnnotation	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgns)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgns)-{id_shoulder}-{id_blade}$		
MetagenomeAssembly	nmdc:MetagenomeAssembly	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetagenomeAssembly	nmdc:MetagenomeAssembly	asm_score																	A score for comparing metagenomic assembly quality from same sample.							metagenome_assembly_parameter										float							JsonObj()			
MetagenomeAssembly	nmdc:MetagenomeAssembly	contig_bp																	Total size in bp of all contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetagenomeAssembly	nmdc:MetagenomeAssembly	contigs																	The sum of the (length*log(length)) of all contigs, times some constant.  Increase the contiguity, the score will increase							metagenome_assembly_parameter										float							JsonObj()			
