projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0619334	Targeted Gene Survey	incomplete	Gs0154244	Gb0240036	PRJEB42019	SAMEA7724332	ERX4804804
Gp0452662	Metagenome	Permanent Draft	Gs0154244	Gb0240036	PRJEB42019	SAMEA7724332	ERX4812704|ERX4814243|ERX4811425|ERX4813456
Gp0619157	Targeted Gene Survey	incomplete	Gs0154244	Gb0240058	PRJEB42019	SAMEA7723446	ERX4806542|ERX4806023|ERX4804183|ERX4805626|ERX4803867|ERX4803435|ERX4806989|ERX4804964|ERX4809697|ERX4807499
Gp0452684	Metagenome	Permanent Draft	Gs0154244	Gb0240058	PRJEB42019	SAMEA7723446	ERX4813823|ERX4811176|ERX4813036|ERX4812455
Gp0452686	Metagenome	Permanent Draft	Gs0154244	Gb0240060	PRJEB42019	SAMEA7723615	ERX4813825|ERX4811178|ERX4813038|ERX4812457
Gp0619166	Targeted Gene Survey	incomplete	Gs0154244	Gb0240060	PRJEB42019	SAMEA7723615	ERX4807963|ERX4804185|ERX4805628|ERX4803614|ERX4805280|ERX4807296|ERX4806714
Gp0452688	Metagenome	Permanent Draft	Gs0154244	Gb0240062	PRJEB42019	SAMEA7724201	ERX4813171|ERX4813958|ERX4812480|ERX4811201
Gp0619218	Targeted Gene Survey	incomplete	Gs0154244	Gb0240062	PRJEB42019	SAMEA7724201	ERX4804650|ERX4806383
Gp0619352	Targeted Gene Survey	incomplete	Gs0154244	Gb0240104	PRJEB42019	SAMEA7724403	ERX4806306
Gp0452730	Metagenome	incomplete	Gs0154244	Gb0240104	PRJEB42019	SAMEA7724403	ERX4813792|ERX4813005
Gp0452731	Metagenome	incomplete	Gs0154244	Gb0240105	PRJEB42019	SAMEA7727182	ERX4813006|ERX4813793
Gp0619151	Targeted Gene Survey	incomplete	Gs0154244	Gb0240123	PRJEB42019	SAMEA7723432	ERX4804938|ERX4806294|ERX4806528|ERX4803853|ERX4805998|ERX4807486|ERX4806963|ERX4804498|ERX4803421
Gp0452749	Metagenome	Permanent Draft	Gs0154244	Gb0240123	PRJEB42019	SAMEA7723432	ERX4813759|ERX4812399|ERX4811120|ERX4812972
Gp0620088	Targeted Gene Survey	incomplete	Gs0154244	Gb0297475	PRJEB42019	SAMEA7724373	ERX4806223|ERX4805164|ERX4807187
Gp0578420	Metagenome	incomplete	Gs0154244	Gb0297475	PRJEB42019	SAMEA7724373	ERX4814330|ERX4813543
Gp0620095	Targeted Gene Survey	incomplete	Gs0154244	Gb0297482	PRJEB42019	SAMEA7724380	ERX4806230|ERX4807194|ERX4805171
Gp0578427	Metagenome	incomplete	Gs0154244	Gb0297482	PRJEB42019	SAMEA7724380	ERX4813550|ERX4814337
Gp0578351	Metagenome	incomplete	Gs0154244	Gb0297406	PRJEB42019	SAMEA7723940	ERX4812516|ERX4814000|ERX4811237|ERX4813213
Gp0619828	Targeted Gene Survey	incomplete	Gs0154244	Gb0297406	PRJEB42019	SAMEA7723940	ERX4807967|ERX4805031|ERX4805659|ERX4804216|ERX4807056|ERX4806090
Gp0578412	Metagenome	incomplete	Gs0154244	Gb0297467	PRJEB42019	SAMEA7724062	ERX4812823|ERX4813600|ERX4814387|ERX4811544
Gp0619944	Targeted Gene Survey	incomplete	Gs0154244	Gb0297467	PRJEB42019	SAMEA7724062	ERX4805210|ERX4804451|ERX4805889|ERX4807233|ERX4809752|ERX4806269
Gp0578165	Metagenome	incomplete	Gs0154244	Gb0297372	PRJEB42019	SAMEA7723673	ERX4813207|ERX4811232|ERX4812511|ERX4813994
Gp0619621	Targeted Gene Survey	incomplete	Gs0154244	Gb0297372	PRJEB42019	SAMEA7723673	ERX4804210|ERX4803672|ERX4806772|ERX4805338|ERX4807354|ERX4807775|ERX4805653
Gp0577524	Metagenome	incomplete	Gs0154244	Gb0297316	PRJEB42019	SAMEA7723402	ERX4813690|ERX4812903|ERX4812333|ERX4811054
Gp0619371	Targeted Gene Survey	incomplete	Gs0154244	Gb0297316	PRJEB42019	SAMEA7723402	ERX4806499|ERX4807943|ERX4805939|ERX4804083|ERX4803391|ERX4803823|ERX4806902|ERX4804877|ERX4807456
Gp0577824	Metagenome	incomplete	Gs0154244	Gb0297338	PRJEB42019	SAMEA7723484	ERX4813259|ERX4814046
Gp0619435	Targeted Gene Survey	incomplete	Gs0154244	Gb0297338	PRJEB42019	SAMEA7723484	ERX4803473|ERX4805354|ERX4803905|ERX4807537|ERX4807370|ERX4806580|ERX4809809|ERX4803688|ERX4806788|ERX4805688|ERX4804246
Gp0578386	Metagenome	incomplete	Gs0154244	Gb0297441	PRJEB42019	SAMEA7724018	ERX4811492|ERX4812771
Gp0619900	Targeted Gene Survey	incomplete	Gs0154244	Gb0297441	PRJEB42019	SAMEA7724018	ERX4809737|ERX4804384|ERX4805822
Gp0619636	Targeted Gene Survey	incomplete	Gs0154244	Gb0297378	PRJEB42019	SAMEA7723688	ERX4807721|ERX4807910|ERX4803702|ERX4807384|ERX4806802|ERX4805368|ERX4804356|ERX4805796
Gp0578216	Metagenome	incomplete	Gs0154244	Gb0297378	PRJEB42019	SAMEA7723688	ERX4812737|ERX4811458|ERX4813491|ERX4814278
Gp0578375	Metagenome	incomplete	Gs0154244	Gb0297430	PRJEB42019	SAMEA7723974	ERX4814163|ERX4813376
Gp0619856	Targeted Gene Survey	incomplete	Gs0154244	Gb0297430	PRJEB42019	SAMEA7723974	ERX4804287|ERX4806155|ERX4805096|ERX4807706|ERX4805727|ERX4807120|ERX4807895
Gp0619391	Targeted Gene Survey	incomplete	Gs0154244	Gb0297325	PRJEB42019	SAMEA7723422	ERX4807952|ERX4804131|ERX4805573|ERX4804917|ERX4806519|ERX4805977|ERX4803843|ERX4803411|ERX4806942|ERX4807476
Gp0577656	Metagenome	incomplete	Gs0154244	Gb0297325	PRJEB42019	SAMEA7723422	ERX4813736|ERX4812949|ERX4811099|ERX4812378
Gp0578067	Metagenome	incomplete	Gs0154244	Gb0297362	PRJEB42019	SAMEA7723556	ERX4813591|ERX4811536|ERX4812815|ERX4814378
Gp0619507	Targeted Gene Survey	incomplete	Gs0154244	Gb0297362	PRJEB42019	SAMEA7723556	ERX4804442|ERX4806650|ERX4805880|ERX4806261|ERX4807608|ERX4803977|ERX4803545|ERX4809750|ERX4807225|ERX4805202
Gp0577846	Metagenome	incomplete	Gs0154244	Gb0297341	PRJEB42019	SAMEA7723487	ERX4813264|ERX4814051
Gp0619438	Targeted Gene Survey	incomplete	Gs0154244	Gb0297341	PRJEB42019	SAMEA7723487	ERX4803908|ERX4805693|ERX4804251|ERX4806120|ERX4806582|ERX4807085|ERX4805061|ERX4807540|ERX4803476|ERX4809710
Gp0619899	Targeted Gene Survey	incomplete	Gs0154244	Gb0297440	PRJEB42019	SAMEA7724017	ERX4804383|ERX4808003|ERX4805821
Gp0578385	Metagenome	incomplete	Gs0154244	Gb0297440	PRJEB42019	SAMEA7724017	ERX4811491|ERX4812770
Gp0619508	Targeted Gene Survey	incomplete	Gs0154244	Gb0297363	PRJEB42019	SAMEA7723557	ERX4807733|ERX4806651|ERX4807229|ERX4807922|ERX4806265|ERX4803978|ERX4807609|ERX4803546|ERX4805206|ERX4804446|ERX4805884
Gp0578079	Metagenome	incomplete	Gs0154244	Gb0297363	PRJEB42019	SAMEA7723557	ERX4814382|ERX4813595
Gp0578402	Metagenome	incomplete	Gs0154244	Gb0297457	PRJEB42019	SAMEA7724040	ERX4811508|ERX4812787
Gp0619922	Targeted Gene Survey	incomplete	Gs0154244	Gb0297457	PRJEB42019	SAMEA7724040	ERX4804406|ERX4807819|ERX4805844
Gp0578387	Metagenome	incomplete	Gs0154244	Gb0297442	PRJEB42019	SAMEA7724019	ERX4811493|ERX4812772
Gp0619901	Targeted Gene Survey	incomplete	Gs0154244	Gb0297442	PRJEB42019	SAMEA7724019	ERX4804385|ERX4805823|ERX4808004
Gp0619917	Targeted Gene Survey	incomplete	Gs0154244	Gb0297452	PRJEB42019	SAMEA7724035	ERX4805839|ERX4809839|ERX4804401
Gp0578397	Metagenome	incomplete	Gs0154244	Gb0297452	PRJEB42019	SAMEA7724035	ERX4811503|ERX4812782
Gp0619938	Targeted Gene Survey	incomplete	Gs0154244	Gb0297461	PRJEB42019	SAMEA7724056	ERX4805199|ERX4809848|ERX4804439|ERX4805877|ERX4807222|ERX4806258
Gp0578406	Metagenome	incomplete	Gs0154244	Gb0297461	PRJEB42019	SAMEA7724056	ERX4812812|ERX4814375|ERX4813588|ERX4811533
Gp0619941	Targeted Gene Survey	incomplete	Gs0154244	Gb0297464	PRJEB42019	SAMEA7724059	ERX4805883|ERX4807228|ERX4806264|ERX4804445|ERX4805205|ERX4808017
Gp0578409	Metagenome	incomplete	Gs0154244	Gb0297464	PRJEB42019	SAMEA7724059	ERX4813594|ERX4812818|ERX4814381|ERX4811539
Gp0577731	Metagenome	incomplete	Gs0154244	Gb0297329	PRJEB42019	SAMEA7723426	ERX4812956|ERX4811106|ERX4813743|ERX4812385
Gp0619395	Targeted Gene Survey	incomplete	Gs0154244	Gb0297329	PRJEB42019	SAMEA7723426	ERX4805982|ERX4807953|ERX4805580|ERX4807480|ERX4803847|ERX4806947|ERX4804922|ERX4803415|ERX4804138|ERX4806522
Gp0620097	Targeted Gene Survey	incomplete	Gs0154244	Gb0297484	PRJEB42019	SAMEA7724382	ERX4806232|ERX4805173|ERX4807196
Gp0578429	Metagenome	incomplete	Gs0154244	Gb0297484	PRJEB42019	SAMEA7724382	ERX4814339|ERX4813552
Gp0619587	Targeted Gene Survey	incomplete	Gs0154244	Gb0315920	PRJEB42019	SAMEA7723639	ERX4806343|ERX4803638|ERX4806738|ERX4804579|ERX4807320|ERX4805304
Gp0619014	Metagenome	incomplete	Gs0154244	Gb0315920	PRJEB42019	SAMEA7723639	ERX4814501|ERX4813888|ERX4813101
Gp0618831	Metagenome	Permanent Draft	Gs0154244	Gb0315737	PRJEB42019	SAMEA7723868	ERX4813681|ERX4811046|ERX4812894|ERX4812325
Gp0619768	Targeted Gene Survey	incomplete	Gs0154244	Gb0315737	PRJEB42019	SAMEA7723868	ERX4804074|ERX4805519|ERX4807940
Gp0619873	Targeted Gene Survey	incomplete	Gs0154244	Gb0315976	PRJEB42019	SAMEA7723991	ERX4807802|ERX4807150|ERX4804319|ERX4806185|ERX4805759|ERX4805126
Gp0619070	Metagenome	Permanent Draft	Gs0154244	Gb0315976	PRJEB42019	SAMEA7723991	ERX4812668|ERX4814195|ERX4813408|ERX4814596|ERX4811389
Gp0619476	Targeted Gene Survey	incomplete	Gs0154244	Gb0315883	PRJEB42019	SAMEA7723525	ERX4807149|ERX4806620|ERX4807711|ERX4807900|ERX4803946|ERX4806184|ERX4803514|ERX4804318|ERX4805758|ERX4807577|ERX4805125
Gp0618977	Metagenome	Permanent Draft	Gs0154244	Gb0315883	PRJEB42019	SAMEA7723525	ERX4814595|ERX4814194|ERX4813407|ERX4812667|ERX4811388
Gp0619487	Targeted Gene Survey	incomplete	Gs0154244	Gb0315894	PRJEB42019	SAMEA7723536	ERX4806631|ERX4806201|ERX4805142|ERX4803957|ERX4803525|ERX4807806|ERX4807166|ERX4804336|ERX4805776|ERX4807588
Gp0618988	Metagenome	Permanent Draft	Gs0154244	Gb0315894	PRJEB42019	SAMEA7723536	ERX4811406|ERX4812685|ERX4814613|ERX4813425|ERX4814212
Gp0619563	Targeted Gene Survey	incomplete	Gs0154244	Gb0315764	PRJEB42019	SAMEA7723612	ERX4803607|ERX4805273|ERX4806707|ERX4807685|ERX4807289|ERX4805600|ERX4804157|ERX4807874
Gp0618858	Metagenome	Permanent Draft	Gs0154244	Gb0315764	PRJEB42019	SAMEA7723612	ERX4813803|ERX4812421|ERX4813016|ERX4811142
Gp0619601	Targeted Gene Survey	incomplete	Gs0154244	Gb0315934	PRJEB42019	SAMEA7723653	ERX4806752|ERX4805318|ERX4804602|ERX4807334|ERX4803652
Gp0619028	Metagenome	incomplete	Gs0154244	Gb0315934	PRJEB42019	SAMEA7723653	ERX4814523|ERX4813910|ERX4813123
Gp0619786	Targeted Gene Survey	incomplete	Gs0154244	Gb0315786	PRJEB42019	SAMEA7723886	ERX4804892|ERX4806917|ERX4807672|ERX4805547|ERX4804104|ERX4805953|ERX4807861
Gp0618880	Metagenome	Permanent Draft	Gs0154244	Gb0315786	PRJEB42019	SAMEA7723886	ERX4813708|ERX4812921|ERX4812351|ERX4811072
Gp0618518	Metagenome	Permanent Draft	Gs0154244	Gb0315424	PRJEB42019	SAMEA7723922	ERX4811166|ERX4812445
Gp0619814	Targeted Gene Survey	incomplete	Gs0154244	Gb0315424	PRJEB42019	SAMEA7723922	ERX4804177|ERX4807961|ERX4805620
Gp0619987	Targeted Gene Survey	incomplete	Gs0154244	Gb0315429	PRJEB42019	SAMEA7724132	ERX4806312|ERX4804527
Gp0618523	Metagenome	Permanent Draft	Gs0154244	Gb0315429	PRJEB42019	SAMEA7724132	ERX4811161|ERX4812440
Gp0618542	Metagenome	Permanent Draft	Gs0154244	Gb0315448	PRJEB42019	SAMEA7723476	ERX4814032|ERX4812548|ERX4811269|ERX4813245
Gp0619429	Targeted Gene Survey	incomplete	Gs0154244	Gb0315448	PRJEB42019	SAMEA7723476	ERX4806410|ERX4805352|ERX4806572|ERX4807529|ERX4804705|ERX4803897|ERX4803686|ERX4803465|ERX4806786|ERX4807368
Gp0619974	Targeted Gene Survey	incomplete	Gs0154244	Gb0315557	PRJEB42019	SAMEA7724092	ERX4804483
Gp0619741	Targeted Gene Survey	incomplete	Gs0154244	Gb0315538	PRJEB42019	SAMEA7723841	ERX4805476|ERX4804031|ERX4807649|ERX4807840
Gp0618658	Metagenome	incomplete	Gs0154244	Gb0315564	PRJEB42019	SAMEA7724355	ERX4812843|ERX4813631
Gp0620070	Targeted Gene Survey	incomplete	Gs0154244	Gb0315564	PRJEB42019	SAMEA7724355	ERX4804833
Gp0619450	Targeted Gene Survey	incomplete	Gs0154244	Gb0315644	PRJEB42019	SAMEA7723499	ERX4806136|ERX4809714|ERX4805077|ERX4806594|ERX4807551|ERX4803920|ERX4807101|ERX4805711|ERX4803488|ERX4804267
Gp0618738	Metagenome	incomplete	Gs0154244	Gb0315644	PRJEB42019	SAMEA7723499	ERX4813306|ERX4814093
Gp0618874	Metagenome	Permanent Draft	Gs0154244	Gb0315780	PRJEB42019	SAMEA7723914	ERX4811152|ERX4813813|ERX4812431|ERX4813026
Gp0619807	Targeted Gene Survey	incomplete	Gs0154244	Gb0315780	PRJEB42019	SAMEA7723914	ERX4807688|ERX4806982|ERX4804167|ERX4807877|ERX4804957|ERX4805610|ERX4806016
Gp0620113	Targeted Gene Survey	incomplete	Gs0154244	Gb0315590	PRJEB42019	SAMEA7724398	ERX4805907
Gp0618889	Metagenome	Permanent Draft	Gs0154244	Gb0315795	PRJEB42019	SAMEA7723452	ERX4812465|ERX4813833|ERX4811186|ERX4813046
Gp0619405	Targeted Gene Survey	incomplete	Gs0154244	Gb0315795	PRJEB42019	SAMEA7723452	ERX4803441|ERX4807505|ERX4804193|ERX4806030|ERX4807692|ERX4805636|ERX4807881|ERX4806548|ERX4803873|ERX4806996|ERX4804971
Gp0619668	Targeted Gene Survey	incomplete	Gs0154244	Gb0315832	PRJEB42019	SAMEA7723720	ERX4803734|ERX4806834|ERX4805400
Gp0618926	Metagenome	incomplete	Gs0154244	Gb0315832	PRJEB42019	SAMEA7723720	ERX4813526|ERX4814313
Gp0619673	Targeted Gene Survey	incomplete	Gs0154244	Gb0315837	PRJEB42019	SAMEA7723725	ERX4803739|ERX4806838|ERX4805405|ERX4807420
Gp0618931	Metagenome	Permanent Draft	Gs0154244	Gb0315837	PRJEB42019	SAMEA7723725	ERX4814319|ERX4813532
Gp0619361	Targeted Gene Survey	incomplete	Gs0154244	Gb0315745	PRJEB42019	SAMEA7723392	ERX4807446|ERX4804046|ERX4807658|ERX4805917|ERX4803381|ERX4807848|ERX4803813|ERX4805491|ERX4804854|ERX4806879|ERX4806489
Gp0618839	Metagenome	Permanent Draft	Gs0154244	Gb0315745	PRJEB42019	SAMEA7723392	ERX4811018|ERX4812866|ERX4812298|ERX4813653
Gp0619428	Targeted Gene Survey	incomplete	Gs0154244	Gb0315689	PRJEB42019	SAMEA7723475	ERX4806784|ERX4806571|ERX4805350|ERX4807528|ERX4804703|ERX4803896|ERX4807366|ERX4803464|ERX4803684
Gp0618783	Metagenome	Permanent Draft	Gs0154244	Gb0315689	PRJEB42019	SAMEA7723475	ERX4814030|ERX4812546|ERX4813243|ERX4811267
Gp0619624	Targeted Gene Survey	incomplete	Gs0154244	Gb0315675	PRJEB42019	SAMEA7723676	ERX4804682|ERX4805341|ERX4803675|ERX4806775|ERX4807357
Gp0618769	Metagenome	Permanent Draft	Gs0154244	Gb0315675	PRJEB42019	SAMEA7723676	ERX4812526|ERX4814009|ERX4811247|ERX4813222
Gp0618970	Metagenome	Permanent Draft	Gs0154244	Gb0315876	PRJEB42019	SAMEA7723518	ERX4813393|ERX4814581|ERX4811374|ERX4814180|ERX4812653
Gp0619469	Targeted Gene Survey	incomplete	Gs0154244	Gb0315876	PRJEB42019	SAMEA7723518	ERX4805112|ERX4803939|ERX4803507|ERX4807570|ERX4806171|ERX4804304|ERX4806613|ERX4805744|ERX4809821|ERX4807136
Gp0619471	Targeted Gene Survey	incomplete	Gs0154244	Gb0315878	PRJEB42019	SAMEA7723520	ERX4807710|ERX4807139|ERX4803509|ERX4807899|ERX4806174|ERX4804308|ERX4805748|ERX4806615|ERX4807572|ERX4803941|ERX4805115
Gp0618972	Metagenome	Permanent Draft	Gs0154244	Gb0315878	PRJEB42019	SAMEA7723520	ERX4812657|ERX4814184|ERX4814585|ERX4813397|ERX4811378
Gp0618981	Metagenome	Permanent Draft	Gs0154244	Gb0315887	PRJEB42019	SAMEA7723529	ERX4811394|ERX4814601|ERX4812673|ERX4813413|ERX4814200
Gp0619480	Targeted Gene Survey	incomplete	Gs0154244	Gb0315887	PRJEB42019	SAMEA7723529	ERX4806189|ERX4803518|ERX4807803|ERX4805130|ERX4807581|ERX4807154|ERX4803950|ERX4806624|ERX4804324|ERX4805764
Gp0620033	Targeted Gene Survey	incomplete	Gs0154244	Gb0316025	PRJEB42019	SAMEA7724178	ERX4807028|ERX4805003|ERX4806363|ERX4806062|ERX4804615
Gp0619119	Metagenome	Permanent Draft	Gs0154244	Gb0316025	PRJEB42019	SAMEA7724178	ERX4813923|ERX4814536|ERX4813136
Gp0619111	Metagenome	Permanent Draft	Gs0154244	Gb0316017	PRJEB42019	SAMEA7724170	ERX4813122|ERX4813909|ERX4814522
Gp0620025	Targeted Gene Survey	incomplete	Gs0154244	Gb0316017	PRJEB42019	SAMEA7724170	ERX4806356|ERX4806054|ERX4807020|ERX4804601|ERX4804995
Gp0619658	Targeted Gene Survey	incomplete	Gs0154244	Gb0315822	PRJEB42019	SAMEA7723710	ERX4807406|ERX4803724|ERX4805390|ERX4806824
Gp0618916	Metagenome	incomplete	Gs0154244	Gb0315822	PRJEB42019	SAMEA7723710	ERX4813516|ERX4814303
Gp0619681	Targeted Gene Survey	incomplete	Gs0154244	Gb0315845	PRJEB42019	SAMEA7723733	ERX4807428|ERX4803747|ERX4806846|ERX4805413
Gp0618939	Metagenome	Permanent Draft	Gs0154244	Gb0315845	PRJEB42019	SAMEA7723733	ERX4814327|ERX4813540
Gp0618845	Metagenome	Permanent Draft	Gs0154244	Gb0315751	PRJEB42019	SAMEA7723398	ERX4811033|ERX4812881|ERX4813668|ERX4812313
Gp0619367	Targeted Gene Survey	incomplete	Gs0154244	Gb0315751	PRJEB42019	SAMEA7723398	ERX4803819|ERX4806495|ERX4804061|ERX4807938|ERX4805506|ERX4805924|ERX4807452|ERX4803387|ERX4806886|ERX4804861
Gp0618774	Metagenome	Permanent Draft	Gs0154244	Gb0315680	PRJEB42019	SAMEA7723466	ERX4813230|ERX4814017|ERX4811254|ERX4812533
Gp0619419	Targeted Gene Survey	incomplete	Gs0154244	Gb0315680	PRJEB42019	SAMEA7723466	ERX4806102|ERX4806562|ERX4804690|ERX4805043|ERX4807519|ERX4803887|ERX4807068|ERX4803455|ERX4806403
Gp0619421	Targeted Gene Survey	incomplete	Gs0154244	Gb0315674	PRJEB42019	SAMEA7723468	ERX4806564|ERX4804692|ERX4805045|ERX4807070|ERX4803889|ERX4803457|ERX4807521|ERX4806104
Gp0618768	Metagenome	Permanent Draft	Gs0154244	Gb0315674	PRJEB42019	SAMEA7723468	ERX4814019|ERX4812535|ERX4813232|ERX4811256
Gp0618782	Metagenome	Permanent Draft	Gs0154244	Gb0315688	PRJEB42019	SAMEA7723472	ERX4812542|ERX4811263|ERX4813239|ERX4814026
Gp0619425	Targeted Gene Survey	incomplete	Gs0154244	Gb0315688	PRJEB42019	SAMEA7723472	ERX4807525|ERX4803461|ERX4807074|ERX4806407|ERX4806108|ERX4806568|ERX4804699|ERX4805049|ERX4803893
Gp0618968	Metagenome	Permanent Draft	Gs0154244	Gb0315874	PRJEB42019	SAMEA7723516	ERX4814572|ERX4813384|ERX4814171|ERX4811365|ERX4812644
Gp0619467	Targeted Gene Survey	incomplete	Gs0154244	Gb0315874	PRJEB42019	SAMEA7723516	ERX4807127|ERX4807568|ERX4804295|ERX4803937|ERX4809818|ERX4803505|ERX4806162|ERX4805735|ERX4806611|ERX4805103
Gp0619701	Targeted Gene Survey	incomplete	Gs0154244	Gb0315721	PRJEB42019	SAMEA7723801	ERX4803991|ERX4809761|ERX4805436
Gp0619709	Targeted Gene Survey	incomplete	Gs0154244	Gb0315506	PRJEB42019	SAMEA7723809	ERX4803999|ERX4809762|ERX4805444
Gp0619713	Targeted Gene Survey	incomplete	Gs0154244	Gb0315510	PRJEB42019	SAMEA7723813	ERX4809662|ERX4805448|ERX4804003
Gp0618744	Metagenome	Permanent Draft	Gs0154244	Gb0315650	PRJEB42019	SAMEA7723505	ERX4811315|ERX4813314|ERX4812594|ERX4814101
Gp0619456	Targeted Gene Survey	incomplete	Gs0154244	Gb0315650	PRJEB42019	SAMEA7723505	ERX4807557|ERX4803494|ERX4807108|ERX4804275|ERX4806143|ERX4803926|ERX4805718|ERX4805084|ERX4807982|ERX4806600
Gp0618967	Metagenome	Permanent Draft	Gs0154244	Gb0315873	PRJEB42019	SAMEA7723515	ERX4814570|ERX4813382|ERX4811363|ERX4814169|ERX4812642
Gp0619466	Targeted Gene Survey	incomplete	Gs0154244	Gb0315873	PRJEB42019	SAMEA7723515	ERX4807985|ERX4807567|ERX4805101|ERX4803936|ERX4804293|ERX4803504|ERX4806160|ERX4805733|ERX4807125|ERX4806610
Gp0619728	Targeted Gene Survey	incomplete	Gs0154244	Gb0315525	PRJEB42019	SAMEA7723828	ERX4805463|ERX4804018|ERX4809665
Gp0619359	Targeted Gene Survey	incomplete	Gs0154244	Gb0315436	PRJEB42019	SAMEA7723390	ERX4806487|ERX4807656|ERX4805485|ERX4804849|ERX4807846|ERX4804040|ERX4803811|ERX4805912|ERX4803379|ERX4807444|ERX4806874
Gp0618530	Metagenome	Permanent Draft	Gs0154244	Gb0315436	PRJEB42019	SAMEA7723390	ERX4812290|ERX4813647|ERX4812860|ERX4811010
Gp0619541	Targeted Gene Survey	incomplete	Gs0154244	Gb0315494	PRJEB42019	SAMEA7723590	ERX4805245|ERX4807263|ERX4803579
Gp0619738	Targeted Gene Survey	incomplete	Gs0154244	Gb0315535	PRJEB42019	SAMEA7723838	ERX4805473|ERX4804028|ERX4809667
Gp0619739	Targeted Gene Survey	incomplete	Gs0154244	Gb0315536	PRJEB42019	SAMEA7723839	ERX4805474|ERX4804029
Gp0619007	Metagenome	Permanent Draft	Gs0154244	Gb0315913	PRJEB42019	SAMEA7723632	ERX4814490|ERX4813090|ERX4813877
Gp0619580	Targeted Gene Survey	incomplete	Gs0154244	Gb0315913	PRJEB42019	SAMEA7723632	ERX4805297|ERX4803631|ERX4804567|ERX4806731|ERX4807313
Gp0619745	Targeted Gene Survey	incomplete	Gs0154244	Gb0315742	PRJEB42019	SAMEA7723845	ERX4807842|ERX4804035|ERX4805480|ERX4807652
Gp0619751	Targeted Gene Survey	incomplete	Gs0154244	Gb0315768	PRJEB42019	SAMEA7723851	ERX4809768|ERX4805918|ERX4806880|ERX4805492|ERX4804855|ERX4804047
Gp0618862	Metagenome	Permanent Draft	Gs0154244	Gb0315768	PRJEB42019	SAMEA7723851	ERX4811019|ERX4812867|ERX4813654|ERX4812299
Gp0619860	Targeted Gene Survey	incomplete	Gs0154244	Gb0315963	PRJEB42019	SAMEA7723978	ERX4807128|ERX4804296|ERX4806163|ERX4809819|ERX4805736|ERX4805104
Gp0619057	Metagenome	Permanent Draft	Gs0154244	Gb0315963	PRJEB42019	SAMEA7723978	ERX4813385|ERX4814573|ERX4814172|ERX4812645|ERX4811366
Gp0619413	Targeted Gene Survey	incomplete	Gs0154244	Gb0315668	PRJEB42019	SAMEA7723460	ERX4807513|ERX4803881|ERX4805034|ERX4803449|ERX4804678|ERX4806093|ERX4807059|ERX4806556
Gp0618762	Metagenome	Permanent Draft	Gs0154244	Gb0315668	PRJEB42019	SAMEA7723460	ERX4813218|ERX4811243|ERX4812522|ERX4814005
Gp0619531	Targeted Gene Survey	incomplete	Gs0154244	Gb0315484	PRJEB42019	SAMEA7723580	ERX4803569|ERX4807255|ERX4805235
Gp0619532	Targeted Gene Survey	incomplete	Gs0154244	Gb0315485	PRJEB42019	SAMEA7723581	ERX4803570|ERX4807256|ERX4805236
Gp0620148	Targeted Gene Survey	incomplete	Gs0154244	Gb0315625	PRJEB42019	SAMEA7724438	ERX4806685
Gp0620149	Targeted Gene Survey	incomplete	Gs0154244	Gb0315626	PRJEB42019	SAMEA7724439	ERX4806686
Gp0620157	Targeted Gene Survey	incomplete	Gs0154244	Gb0315634	PRJEB42019	SAMEA7724447	ERX4806864
Gp0619979	Targeted Gene Survey	incomplete	Gs0154244	Gb0315562	PRJEB42019	SAMEA7724097	ERX4806286|ERX4804488
Gp0618941	Metagenome	Permanent Draft	Gs0154244	Gb0315847	PRJEB42019	SAMEA7724008	ERX4812744|ERX4811465
Gp0619890	Targeted Gene Survey	incomplete	Gs0154244	Gb0315847	PRJEB42019	SAMEA7724008	ERX4807997|ERX4804361|ERX4805801
Gp0620053	Targeted Gene Survey	incomplete	Gs0154244	Gb0315679	PRJEB42019	SAMEA7724232	ERX4805046|ERX4804693|ERX4807071|ERX4806105
Gp0618773	Metagenome	Permanent Draft	Gs0154244	Gb0315679	PRJEB42019	SAMEA7724232	ERX4814020|ERX4812536|ERX4813233|ERX4811257
Gp0619951	Targeted Gene Survey	incomplete	Gs0154244	Gb0315705	PRJEB42019	SAMEA7724069	ERX4804460
Gp0619891	Targeted Gene Survey	incomplete	Gs0154244	Gb0315848	PRJEB42019	SAMEA7724009	ERX4804362|ERX4809733
Gp0618942	Metagenome	Permanent Draft	Gs0154244	Gb0315848	PRJEB42019	SAMEA7724009	ERX4812745|ERX4811466
Gp0620109	Targeted Gene Survey	incomplete	Gs0154244	Gb0315586	PRJEB42019	SAMEA7724394	ERX4805903
Gp0619108	Metagenome	Permanent Draft	Gs0154244	Gb0316014	PRJEB42019	SAMEA7724167	ERX4813902|ERX4813115|ERX4814515
Gp0620022	Targeted Gene Survey	incomplete	Gs0154244	Gb0316014	PRJEB42019	SAMEA7724167	ERX4807017|ERX4804992|ERX4804594|ERX4806352|ERX4806051
Gp0620110	Targeted Gene Survey	incomplete	Gs0154244	Gb0315587	PRJEB42019	SAMEA7724395	ERX4805904
Gp0620140	Targeted Gene Survey	incomplete	Gs0154244	Gb0315617	PRJEB42019	SAMEA7724430	ERX4806677
