Number	Item	Vote	Comments	Filename
8.3	Processed data access	Yes	Processed data provided in supplementary tables, p.1160	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
8.4	Software & source code access	Yes	Analysis software and versions specified, p.1152	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
8.5	Reproducible research	Yes	Detailed methods provided for reproducibility, extensive protocol sharing between labs described	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
9.0	Descriptive data	Yes	Characteristics of samples and experimental conditions reported throughout Results	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
10.0	Microbiome sequencing data	NA	Not applicable - no microbiome sequencing performed	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Comprehensive metabolomics results reported, pp.1153-1157	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
10.2	Statistical analyses	Yes	Statistical analysis results reported throughout Results section	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
10.3	Figures, tables, & captions	Yes	Multiple clear figures with detailed captions provided	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
11.0	Key results	Yes	Key findings summarized in relation to objectives, pp.1157-1158	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
11.1	Interpretation	Yes	Results interpreted in context of plant biology and methodology, pp.1157-1159	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
11.2	Limitations	Yes	Discusses limitations of experimental setup, p.1158	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
11.3	Generalizability	Yes	Discusses applicability to other plant-environment interaction studies, p.1159	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed, p.1159	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
13.0	Conclusions	Yes	Clear conclusions provided about reproducibility and plant responses, p.1159	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements including funding sources, p.1158	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
14.1	Funding	Yes	Funding sources and award information provided, p.1158	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
15.0	Conflicts of interest	No	No explicit conflicts of interest statement provided	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
16.0	Supplementary data & files	Yes	Supporting information described, p.1160	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
17.0	Sample & data availability	Yes	Availability of supplementary data stated, p.1160	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
18.0	AI usage	No	No mention of AI usage (article predates widespread AI use)	New Phytologist - 2018 - Sasse - Multilab EcoFAB study shows highly reproducible physiology and depletion of soil.tsv
1.0	Structured or unstructured abstract	Yes	The paper has an unstructured abstract that includes background, methods, results, and significance on p.2128	s41564-022-01266-x.tsv
1.1	Study design	Yes	Abstract states study design - multi-omics analysis using standardized protocols across 880 samples	s41564-022-01266-x.tsv
1.2	Environmental & sample information	Yes	Abstract describes environmental systems (e.g., soil, marine, freshwater) and sample types studied	s41564-022-01266-x.tsv
1.3	Host information	Yes	Abstract mentions various hosts (e.g., plants, animals) and number of samples (880)	s41564-022-01266-x.tsv
1.4	Experiments & omics methods	Yes	Abstract describes experimental strategies including amplicon sequencing, metagenomics, and metabolomics approaches	s41564-022-01266-x.tsv
1.5	Analyses & results	Yes	Abstract includes key analyses (e.g., metabolite diversity, turnover patterns) and significant findings	s41564-022-01266-x.tsv
2.0	Background & rationale	Yes	Introduction (p.2128-2129) provides comprehensive background and motivation for the study	s41564-022-01266-x.tsv
2.1	Hypotheses or questions	Yes	States research questions and hypotheses about metabolite distribution patterns on p.2130-2131	s41564-022-01266-x.tsv
3.0	Study design	Yes	Methods section describes observational study design spanning multiple environments and sample types	s41564-022-01266-x.tsv
3.1	Samples	Yes	Sample collection and types described in Methods p.2137-2138	s41564-022-01266-x.tsv
3.2	Environmental context & geographic location	Yes	Geographic locations provided in Fig 1b and detailed in Methods/Supplementary materials	s41564-022-01266-x.tsv
3.3	Relevant dates	Yes	Sample collection dates noted in Methods section	s41564-022-01266-x.tsv
3.4	Host(s)	Yes	Host information detailed in Methods and Supplementary Table 1	s41564-022-01266-x.tsv
3.5	Ethics	Yes	Ethics/permit information provided in Methods p.2144-2145	s41564-022-01266-x.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental conditions described in Methods and Supplementary materials	s41564-022-01266-x.tsv
3.7	Sample collection	Yes	Detailed sample collection protocols in Methods p.2137-2138	s41564-022-01266-x.tsv
3.8	Eligibility/selection criteria	Yes	Sample selection criteria described in Methods p.2137	s41564-022-01266-x.tsv
3.9	Analytic sample size	Yes	Final sample sizes reported throughout Results and in figures	s41564-022-01266-x.tsv
4.0	Storage & preservation	Yes	Sample storage protocols described in Methods p.2137-2138	s41564-022-01266-x.tsv
4.1	Shipping	Yes	Sample shipping details provided in Methods	s41564-022-01266-x.tsv
4.2	Extraction methods	Yes	Detailed extraction protocols in Methods p.2139-2140	s41564-022-01266-x.tsv
4.3	Experiments & sample processing	Yes	Processing methods detailed in Methods p.2139-2142	s41564-022-01266-x.tsv
4.4	Library preparation	Yes	Sequencing library preparation protocols in Methods p.2140-2141	s41564-022-01266-x.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Library preparation details including multiplexing in Methods p.2140-2141	s41564-022-01266-x.tsv
4.6	Primer selection	Yes	Primer sequences and selection criteria detailed in Methods p.2140	s41564-022-01266-x.tsv
5.0	Positive controls	Yes	Control samples described in Methods p.2139	s41564-022-01266-x.tsv
5.1	Negative controls	Yes	Negative controls described in Methods p.2139	s41564-022-01266-x.tsv
6.0	Quantification & quality assessments	Yes	Quality control procedures detailed in Methods p.2141-2142	s41564-022-01266-x.tsv
6.1	Contaminant mitigation & identification	Yes	Contamination control procedures described in Methods	s41564-022-01266-x.tsv
6.2	Replication	Yes	Replication strategy described in Methods and Results	s41564-022-01266-x.tsv
6.3	Sequencing methods	Yes	Detailed sequencing protocols in Methods p.2140-2142	s41564-022-01266-x.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Comprehensive metabolomics methods described p.2137-2139	s41564-022-01266-x.tsv
6.5	Contextual & linked datasets	Yes	Linked datasets described and referenced throughout manuscript	s41564-022-01266-x.tsv
6.6	Batch effects	Yes	Batch effects addressed in Methods and study design	s41564-022-01266-x.tsv
7.0	Bioinformatics analyses	Yes	Detailed bioinformatics protocols in Methods p.2141-2143	s41564-022-01266-x.tsv
7.1	Quality control	Yes	Quality control procedures detailed in Methods	s41564-022-01266-x.tsv
7.2	Normalization	Yes	Data normalization procedures described in Methods	s41564-022-01266-x.tsv
7.3	Database information	Yes	All databases described and cited in Methods	s41564-022-01266-x.tsv
7.4	Statistical methods	Yes	Comprehensive statistical methods described p.2142-2143	s41564-022-01266-x.tsv
7.5	Missing data	Yes	Handling of missing data addressed in Methods	s41564-022-01266-x.tsv
7.6	Bias & confounding variables	Yes	Potential biases discussed in Methods and Discussion	s41564-022-01266-x.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses described in Results	s41564-022-01266-x.tsv
7.8	Sensitivity analyses	Yes	Sensitivity analyses mentioned in Results and Methods	s41564-022-01266-x.tsv
7.9	Criteria for significance	Yes	Significance criteria defined in Methods p.2142-2143	s41564-022-01266-x.tsv
8.0	Metadata access	Yes	Metadata access information provided in Data Availability section	s41564-022-01266-x.tsv
8.1	Host data access	Yes	Host data access information provided in Data Availability section	s41564-022-01266-x.tsv
8.2	Raw data access	Yes	Raw data access detailed in Data Availability section	s41564-022-01266-x.tsv
8.3	Processed data access	Yes	Processed data access detailed in Data Availability section	s41564-022-01266-x.tsv
8.4	Software & source code access	Yes	Code availability detailed in Methods and Data Availability sections	s41564-022-01266-x.tsv
8.5	Reproducible research	Yes	Reproducibility addressed throughout Methods section	s41564-022-01266-x.tsv
9.0	Descriptive data	Yes	Sample characteristics summarized in Results and figures	s41564-022-01266-x.tsv
10.0	Microbiome sequencing data	Yes	Sequencing results presented throughout Results section	s41564-022-01266-x.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Metabolomics results presented throughout Results section	s41564-022-01266-x.tsv
10.2	Statistical analyses	Yes	Statistical analysis results presented throughout Results	s41564-022-01266-x.tsv
10.3	Figures, tables, & captions	Yes	Comprehensive figures and tables with detailed captions	s41564-022-01266-x.tsv
11.0	Key results	Yes	Key findings summarized in Results and Discussion	s41564-022-01266-x.tsv
11.1	Interpretation	Yes	Results interpreted in Discussion section	s41564-022-01266-x.tsv
11.2	Limitations	Yes	Study limitations discussed in Discussion p.2136	s41564-022-01266-x.tsv
11.3	Generalizability	Yes	Generalizability discussed in Discussion	s41564-022-01266-x.tsv
12.0	Ongoing & future work	Yes	Future directions discussed in Discussion	s41564-022-01266-x.tsv
13.0	Conclusions	Yes	Clear conclusions presented at end of Discussion	s41564-022-01266-x.tsv
14.0	Acknowledgements	Yes	Comprehensive acknowledgements section p.2148-2149	s41564-022-01266-x.tsv
14.1	Funding	Yes	Funding information provided p.2148-2149	s41564-022-01266-x.tsv
15.0	Conflicts of interest	Yes	Conflicts of interest stated p.2149	s41564-022-01266-x.tsv
16.0	Supplementary data & files	Yes	Supplementary materials referenced throughout	s41564-022-01266-x.tsv
17.0	Sample & data availability	Yes	Detailed data availability statement provided	s41564-022-01266-x.tsv
18.0	AI usage	NA	No mention of AI usage in research methods	s41564-022-01266-x.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract on p.1 includes background, methods, results with data description	s41597-019-0132-4.tsv
1.1	Study design	Yes	Abstract and introduction describe time-series sampling design over 52-day period	s41597-019-0132-4.tsv
1.2	Environmental & sample information	Yes	Monterey Bay coastal system described; sampling location and depth specified (p.1-2)	s41597-019-0132-4.tsv
1.3	Host information	Yes	Dinoflagellate bloom organism (Akashiwo sanguinea) described in Background section p.1	s41597-019-0132-4.tsv
1.4	Experiments & omics methods	Yes	Abstract and Methods detail metagenomic, metatranscriptomic and amplicon sequencing approaches	s41597-019-0132-4.tsv
1.5	Analyses & results	Yes	Results summarized in figures showing taxonomic compositions; analyses described in Methods	s41597-019-0132-4.tsv
2.0	Background & rationale	Yes	Background section provides context for marine microbial communities and bloom dynamics (p.1)	s41597-019-0132-4.tsv
2.1	Hypotheses or questions	Yes	Study aims to characterize microbial community structure/function during bloom events	s41597-019-0132-4.tsv
3.0	Study design	Yes	Time series design with 41 sampling dates over 52 days described in Methods	s41597-019-0132-4.tsv
3.1	Samples	Yes	Sample collection methods and processing detailed in Methods p.1-2	s41597-019-0132-4.tsv
3.2	Environmental context & geographic location	Yes	Monterey Bay station M0 coordinates given (36.835 N, 121.901 W); Figure 1 shows location	s41597-019-0132-4.tsv
3.3	Relevant dates	Yes	Sampling dates specified (Sept 26 - Nov 16, 2016) p.1	s41597-019-0132-4.tsv
3.4	Host(s)	Yes	Dinoflagellate bloom organism characterized with cell counts and chlorophyll measurements	s41597-019-0132-4.tsv
3.5	Ethics	NA	No ethics approvals required for environmental sampling	s41597-019-0132-4.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental data (temp, salinity, chlorophyll, etc.) collected and described	s41597-019-0132-4.tsv
3.7	Sample collection	Yes	Detailed collection protocols including filtration described in Methods	s41597-019-0132-4.tsv
3.8	Eligibility/selection criteria	Yes	Sample inclusion based on location and time period during bloom	s41597-019-0132-4.tsv
