accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7723971	Generic.1.0	Generic	live	2020-12-19T16:06:01.263	public	17116552	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.293	EBI	Algae swab from Palmyra	algae metagenome	1300146	algae metagenome	0	marine reef biome	marine benthic feature	host-associated	organic material	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll			Algae from Palmyra Atoll	qiita_sid_13114:13114.smith.39.s001	algae					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Caulerpa serrulata	177068																																										
SAMEA7723972	Generic.1.0	Generic	live	2020-12-19T16:06:01.310	public	17116553	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.340	EBI	Algae swab from Palmyra	algae metagenome	1300146	algae metagenome	0	marine reef biome	marine benthic feature	host-associated	organic material	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll			Algae from Palmyra Atoll	qiita_sid_13114:13114.smith.39.s003	algae					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Cyanobacteria	1117																																										
SAMEA7723973	Generic.1.0	Generic	live	2020-12-19T16:06:01.357	public	17116554	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.390	EBI	Algae swab from Palmyra	algae metagenome	1300146	algae metagenome	0	marine reef biome	marine benthic feature	host-associated	organic material	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll			Algae from Palmyra Atoll	qiita_sid_13114:13114.smith.39.s006	algae					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Lobophora variegata	157001																																										
SAMEA7723974	Generic.1.0	Generic	live	2020-12-19T16:06:01.403	public	17116555	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.436	EBI	Algae swab from Palmyra	algae metagenome	1300146	algae metagenome	0	marine reef biome	marine benthic feature	host-associated	organic material	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll			Algae from Palmyra Atoll	qiita_sid_13114:13114.smith.39.s008	algae					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism																																													
SAMEA7723975	Generic.1.0	Generic	live	2020-12-19T16:06:01.467	public	17116556	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.483	EBI	Giraffe fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s001	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Giraffe	Giraffa camelopardalis reticulata	409609	herbivore		male																																							
SAMEA7723976	Generic.1.0	Generic	live	2020-12-19T16:06:01.513	public	17116557	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.513	EBI	Raccoon dog fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s002	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Raccoon dog	Nyctereutes procyonoides	34880	carnivore		male																																							
SAMEA7723977	Generic.1.0	Generic	live	2020-12-19T16:06:01.637	public	17116558	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.560	EBI	sloth bear fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s007	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Sloth bear	Melursus ursinus	9636	omnivore		not determined																																							
SAMEA7723978	Generic.1.0	Generic	live	2020-12-19T16:06:01.683	public	17116559	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.606	EBI	dwarf mongoose fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s009	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Dwarf mongoose	Helogale parvula	210647	insectivore		not determined																																							
SAMEA7723979	Generic.1.0	Generic	live	2020-12-19T16:06:01.730	public	17116560	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.653	EBI	sand cat fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s010	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Sand cat	Felis margarita	61378	carnivore		female																																							
SAMEA7723980	Generic.1.0	Generic	live	2020-12-19T16:06:01.793	public	17116561	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.700	EBI	threebanded amradillo fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s011	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Southern three-banded armadillo	Tolypeutes matacus	183749	insectivore		male																																							
SAMEA7723981	Generic.1.0	Generic	live	2020-12-19T16:06:01.857	public	17116562	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.733	EBI	banded mongoose fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s012	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Banded mongoose	Mungos mungo	210652	carnivore		not determined																																							
SAMEA7723982	Generic.1.0	Generic	live	2020-12-19T16:06:01.903	public	17116563	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.780	EBI	prevosts squirrel fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s013	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Prevost's squirrel	Callosciurus prevosti	64663	omnivore		not determined																																							
SAMEA7723983	Generic.1.0	Generic	live	2020-12-19T16:06:01.950	public	17116564	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.810	EBI	lesser tenrec fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s014	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Lesser hedgehog tenrec	Echinops telfairi	9371	insectivore		not determined																																							
SAMEA7723984	Generic.1.0	Generic	live	2020-12-19T16:06:02.013	public	17116565	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T16:06:45.856	EBI	Western gorilla fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s016	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Western gorilla	Gorilla gorilla gorilla	9595	herbivore		not determined																																							
SAMEA7723985	Generic.1.0	Generic	live	2020-12-18T19:06:57.167	public	17117751	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.160	EBI	giant anteater fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 51	qiita_sid_13114:13114.song.51.s020	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Giant anteater	Myrmecophaga tridactyla	71006	insectivore		not determined																																							
SAMEA7723986	Generic.1.0	Generic	live	2020-12-18T19:06:57.230	public	17117752	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.190	EBI	Aldabra giant tortoise fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s002	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Aldabra giant tortoise	Aldabrachelys gigantea	167804	herbivore		not determined																																							
SAMEA7723987	Generic.1.0	Generic	live	2020-12-18T19:06:57.277	public	17117753	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.236	EBI	Glass lizard fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s003	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Glass lizard	Pseudopus apodus	102190	omnivore		not determined																																							
SAMEA7723988	Generic.1.0	Generic	live	2020-12-18T19:06:57.323	public	17117754	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.283	EBI	spinytailed monitor, or northern blue tongued skink fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s005	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Spiny-tailed monitor	Varanus acanthurus acanthurus	62035	carnivore		not determined																																							
SAMEA7723989	Generic.1.0	Generic	live	2020-12-18T19:06:57.370	public	17117755	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.330	EBI	spider tortoise fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s006	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Spider tortoise	Pyxis arachnoides	66194	herbivore		not determined																																							
SAMEA7723990	Generic.1.0	Generic	live	2020-12-18T19:06:57.417	public	17117756	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.363	EBI	green anaconda fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s007	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Green anaconda	Eunectes murinus	51876	carnivore		not determined																																							
SAMEA7723991	Generic.1.0	Generic	live	2020-12-18T19:06:57.463	public	17117757	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.410	EBI	Dwarf budgetts frog fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s012	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Paraguay horned frog	Lepidobatrachus asper	1594397	omnivore		not determined																																							
SAMEA7723992	Generic.1.0	Generic	live	2020-12-18T19:06:57.527	public	17117758	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.456	EBI	Misson goldeneyed tree frog fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 52	qiita_sid_13114:13114.song.52.s015	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Misson golden-eyed tree frog	Trachycephalus resinifictrix	318376	insectivore		not determined																																							
SAMEA7723993	Generic.1.0	Generic	live	2020-12-18T19:06:57.573	public	17117759	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.486	EBI	emu fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s007	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Emu	Dromaius novaehollandiae	8790	omnivore		male																																							
SAMEA7723994	Generic.1.0	Generic	live	2020-12-18T19:06:57.620	public	17117760	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.533	EBI	rhea fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s008	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Rhea	Rhea americana	8797	omnivore		male																																							
SAMEA7723995	Generic.1.0	Generic	live	2020-12-18T19:06:57.667	public	17117761	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.566	EBI	Lappet faced vulture fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s011	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Lappet faced vulture	Torgos tracheliotos	33605	carnivore		not determined																																							
SAMEA7723996	Generic.1.0	Generic	live	2020-12-18T19:06:57.713	public	17117762	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.613	EBI	Vulturine guineafowl fecal sample	gut metagenome	749906	gut metagenome	283	urban biome	animal-associated habitat	host-associated	feces	USA: State of Georgia,Atlanta Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s012	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Vulturine guineafowl	Acryllium vulturinum	8992	omnivore		male																																							
SAMEA7723997	Generic.1.0	Generic	live	2020-12-18T19:06:57.760	public	17117763	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.660	EBI	brown kiwi fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s013	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Brown kiwi	Apteryx mantelli	8821	omnivore		not determined																																							
SAMEA7723998	Generic.1.0	Generic	live	2020-12-18T19:06:57.807	public	17117764	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.690	EBI	cassowary fecal sample	gut metagenome	749906	gut metagenome	16	urban biome	animal-associated habitat	host-associated	feces	USA: State of Maryland,National Zoo			EMP500 Song Study 53	qiita_sid_13114:13114.song.53.s015	stool			-20C		UBERON:feces	UBERON:feces	UBERON:feces	Cassowary	Casuarius casuarius	8787	frugivore		female																																							
SAMEA7723999	Generic.1.0	Generic	live	2020-12-18T19:06:57.853	public	17117765	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.736	EBI	seawater passed through 0.2um filter	marine metagenome	408172	marine metagenome	0	marine pelagic biome	ocean water	water	ocean water	Mexico			OMZ microbial nutrient cycling	qiita_sid_13114:13114.stewart.26.s001	seawater			-80																										27.3216	4.595	0.0634																					
SAMEA7724000	Generic.1.0	Generic	live	2020-12-18T19:06:57.900	public	17117766	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.770	EBI	seawater passed through 0.2um filter	marine metagenome	408172	marine metagenome	0	marine pelagic biome	ocean water	water	ocean water	Mexico			OMZ microbial nutrient cycling	qiita_sid_13114:13114.stewart.26.s002	seawater			-80																										27.7305	102.098	0.0575																					
SAMEA7724001	Generic.1.0	Generic	live	2020-12-19T08:06:05.690	public	17117822	2021-08-23T00:27:21.000	2020-12-17T00:00:00.000	2020-12-18T19:06:57.950	EBI	seawater passed through 0.2um filter	marine metagenome	408172	marine metagenome	0	marine pelagic biome	ocean water	water	ocean water	Mexico			OMZ microbial nutrient cycling	qiita_sid_13114:13114.stewart.26.s004	seawater			-80																										27.4645	21.08	0.0659																					
